Mario bestellingen

Let op! De vermelde prijzen zijn de prijzen ten tijde van de bestelling

Winkelnaam;Klantnaam;TelefoonNr;Email;Adres;Woonplaats;Besteldatum;AfleverType;AfleverDatum;AfleverMoment;Product;PizzaBodem;PizzaSaus;Prijs;Aantal;Extra Ingrediënten;Prijs Extra Ingrediënten;Regelprijs;Totaalprijs;Gebruikte Coupon;Coupon Korting;Te Betalen
Kampen;Tracy Smeijers;06-48940284;TracySmeijers@fleckens.hu;Concertlaan 42;Kampen;vrijdag 3 maart 2017;Bezorgen;vrijdag 3 maart 2017;18:58;Beenham;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;€ 60,70;;€ 0,00;€ 60,70
;;;;;;;;;;Supreme;Large Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Margaritha;Family XXL Pizza;Tomatensaus;€ 4,95;2;Beenham, Ananas;€ 2,50;€ 24,90;;;;
;;;;;;;;;;Caprese;Italian Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 11,90;;;;

Amersfoort;Anka van Dun;06-91436936;AnkavanDun@armyspy.com;Aldegondestraat 183;Amersfoort;zondag 24 november 2019;Bezorgen;zondag 24 november 2019;18:08;BBQ Chicken Hawaii;Medium Pizza;Barbecue Saus;€ 6,95;1;;€ 0,00;€ 6,95;€ 59,70;;€ 0,00;€ 59,70
;;;;;;;;;;Extravaganzza;Large Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;BBQ Cannibale;Family XXL Pizza;Barbecue Saus;€ 4,95;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Tonno;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;;;;

Rotterdam Vuurplaat;Gianluca Goedegebuur;06-32186614;GianlucaGoedegebuur@rhyta.com;Sonmansstraat 25;Rotterdam;zaterdag 30 juni 2018;Afhalen;zaterdag 30 juni 2018;16:26;BBQ Mixed Grill;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 19,90;€ 74,70;;€ 0,00;€ 74,70
;;;;;;;;;;Hot & Spicy;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Chicken Kebab;Large Pizza;Tomatensaus;€ 7,95;2;Pepperoni, Spinazie, Verse Tomaat, Salami;€ 4,00;€ 31,90;;;;
;;;;;;;;;;Tonno;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;;;;

Veghel;Clay van Haasteren;06-23466232;ClayvanHaasteren@armyspy.com;Haakakker 162;Veghel;dinsdag 29 oktober 2019;Afhalen;dinsdag 29 oktober 2019;20:31;Shoarma;Large Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 23,90;€ 34,85;;€ 0,00;€ 34,85
;;;;;;;;;;Bacon Gorgonzola;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 10,95;;;;

Oss;Nicolet Merkus;06-61658823;NicoletMerkus@teleworm.us;Beethovengaarde 57;Oss;zondag 10 september 2017;Afhalen;zondag 10 september 2017;18:27;Hot & Spicy;Italian Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 31,80;€ 80,55;;€ 0,00;€ 80,55
;;;;;;;;;;Beenham;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Americana;Italian Pizza;Tomatensaus;€ 6,95;2;Salami, Ananas;€ 2,00;€ 19,90;;;;
;;;;;;;;;;Americana;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;;;;

Rijswijk;Nail van Ool;06-92646569;NailvanOol@dayrep.com;Van Vredenburchweg 102;Rijswijk;vrijdag 12 januari 2018;Bezorgen;vrijdag 12 januari 2018;19:25;BBQ Mixed Grill;Family XXL Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 12,95;€ 19,90;€ 2,- Korting op een bestelling vanaf € 25,-;€ 0,00;€ 19,90
;;;;;;;;;;Caprese;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 6,95;;;;

Enschede;Jeftha Touw;06-98179488;JefthaTouw@rhyta.com;Aronskelkstraat 48;Enschede;woensdag 6 maart 2019;Afhalen;woensdag 6 maart 2019;18:38;Tonno;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;€ 61,70;3e pizza gratis bij bezorgen;€ 0,00;€ 61,70
;;;;;;;;;;BBQ Mixed Grill;Italian Pizza;Barbecue Saus;€ 7,95;1;Paprikamix, Beenham, Kaasmix;€ 4,00;€ 12,95;;;;
;;;;;;;;;;BBQ Mixed Grill;Family XXL Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 25,90;;;;
;;;;;;;;;;Funghi;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 13,90;;;;

Purmerend;Elena Last;06-32945865;ElenaLast@armyspy.com;Jan Pieterszoon Sweelinckstraat 145;Purmerend;maandag 28 januari 2019;Afhalen;maandag 28 januari 2019;20:30;Salame Speciale;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;€ 32,75;25% korting op je bestelling;€ 8,19;€ 24,56
;;;;;;;;;;Caprese;Large Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Caprese;Medium Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 9,90;;;;

IJmuiden;Aaron Boeren;06-96636028;AaronBoeren@jourrapide.com;Zwanenveld 183;Nijmegen;vrijdag 10 november 2017;Afhalen;vrijdag 10 november 2017;20:37;Chicken Supreme;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;€ 55,25;;€ 0,00;€ 55,25
;;;;;;;;;;Supreme;Large Pizza;Barbecue Saus;€ 7,95;1;Kaasmix, Salami, Bacon;€ 3,50;€ 15,45;;;;
;;;;;;;;;;Extravaganzza;Italian Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 17,90;;;;

Etten Leur;Claartje Rensen;06-89646685;ClaartjeRensen@gustr.com;Karnsberg 164;Etten-Leur;zaterdag 19 augustus 2017;Bezorgen;zaterdag 19 augustus 2017;16:19;Hawaii;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;€ 15,90;;€ 0,00;€ 15,90

Diemen;Claudine Breedveld;06-16624517;ClaudineBreedveld@einrot.com;Krenteboompjeshof 119;Diemen;zaterdag 6 mei 2017;Afhalen;zaterdag 6 mei 2017;17:39;Extravaganzza;Italian Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 8,95;€ 8,95;;€ 0,00;€ 8,95

Spijkenisse;Bonne van Bemmelen;06-43537302;BonnevanBemmelen@einrot.com;Beneden Molendijk 176;Spijkenisse;zaterdag 3 juni 2017;Bezorgen;zaterdag 3 juni 2017;17:09;Caprese;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;€ 12,90;2e pizza gratis bij afhalen;€ 0,00;€ 12,90
;;;;;;;;;;Hot & Spicy;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;;;;

Heerenveen;Tyrone Looij;06-59455903;TyroneLooij@einrot.com;Page 139;Heerenveen;maandag 23 juli 2018;Bezorgen;maandag 23 juli 2018;18:50;Chicken Supreme;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;€ 6,95;;€ 0,00;€ 6,95

Berkel en Rodenrijs;Yanna Huijsman;06-36711182;YannaHuijsman@gustr.com;Willem-Alexanderlaan 99;Berkel en Rodenrijs;dinsdag 28 mei 2019;Afhalen;dinsdag 28 mei 2019;17:46;Tricolore;Medium Pizza;Creme Fraiche;€ 8,95;1;;€ 0,00;€ 8,95;€ 48,75;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 46,75
;;;;;;;;;;Margaritha;Large Pizza;Tomatensaus;€ 4,95;1;Chicken Kebab, Spaanse Pepers;€ 3,00;€ 11,95;;;;
;;;;;;;;;;BBQ Cannibale;Large Pizza;Barbecue Saus;€ 4,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Extravaganzza;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 9,95;;;;

Amersfoort Vathorst;Quinty Stigter;06-83186689;QuintyStigter@superrito.com;Dollardstraat 156;Amersfoort;zaterdag 12 januari 2019;Afhalen;zaterdag 12 januari 2019;19:25;Chicken Kebab;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;€ 42,80;;€ 0,00;€ 42,80
;;;;;;;;;;Tricolore;Medium Pizza;Creme Fraiche;€ 8,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Hot & Spicy;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;;;;

Alphen aan den Rijn;Joppe Goud;06-14562716;JoppeGoud@cuvox.de;Trompstraat 169;Alphen aan den Rijn;donderdag 10 januari 2019;Afhalen;donderdag 10 januari 2019;20:03;Deluxe;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;€ 26,35;;€ 0,00;€ 26,35
;;;;;;;;;;Hot & Spicy;Medium Pizza;Tomatensaus;€ 6,95;1;Gehakt, Kaasmix, Merguez;€ 3,50;€ 10,45;;;;

Sittard;Rinse Vrolijk;06-50378097;RinseVrolijk@superrito.com;Lienaertsstraat 178;Geleen;zondag 1 september 2019;Afhalen;zondag 1 september 2019;19:48;Funghi;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 13,90;€ 31,80;;€ 0,00;€ 31,80
;;;;;;;;;;Chicken Kebab;Italian Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 17,90;;;;

Zeist;Adisa Netten;06-63812933;AdisaNetten@armyspy.com;Senecalaan 128;Zeist;woensdag 12 juli 2017;Bezorgen;woensdag 12 juli 2017;19:34;Salame Speciale;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;€ 15,90;2e pizza gratis bij afhalen;€ 0,00;€ 15,90
;;;;;;;;;;BBQ Cannibale;Large Pizza;Barbecue Saus;€ 4,95;1;;€ 0,00;€ 8,95;;;;

Eindhoven Tongelre;Amin Wels;06-46484576;AminWels@cuvox.de;Dasstraat 128;Eindhoven;zaterdag 25 mei 2019;Bezorgen;zaterdag 25 mei 2019;17:26;BBQ Mixed Grill;Medium Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 7,95;€ 7,95;;€ 0,00;€ 7,95

Rotterdam Zuidplein;Ekaterina Eijkemans;06-56106160;EkaterinaEijkemans@fleckens.hu;Groen van Prinstererstraat 31;Rotterdam;donderdag 1 februari 2018;Bezorgen;donderdag 1 februari 2018;16:56;Creamy Bacon;Medium Cheesy Crust Pizza;Creme Fraiche;€ 7,95;1;;€ 0,00;€ 9,95;€ 62,65;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 60,65
;;;;;;;;;;BBQ Cannibale;Medium Cheesy Crust Pizza;Barbecue Saus;€ 4,95;4;;€ 0,00;€ 27,80;;;;
;;;;;;;;;;Supreme;Family XXL Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Tonno;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;;;;

Scheveningen;Thijn van Essen;06-74627859;ThijnvanEssen@armyspy.com;Antoon Hubbenstraat 145;Kerkrade;zaterdag 1 juni 2019;Bezorgen;zaterdag 1 juni 2019;17:31;Beenham;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;€ 66,65;;€ 0,00;€ 66,65
;;;;;;;;;;BBQ Chicken Hawaii;Medium Cheesy Crust Pizza;Barbecue Saus;€ 6,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;BBQ Chicken Hawaii;Italian Pizza;Barbecue Saus;€ 6,95;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Tricolore;Large Pizza;Creme Fraiche;€ 8,95;2;;€ 0,00;€ 25,90;;;;

Bussum;Cebrail Heukels;06-75058764;CebrailHeukels@fleckens.hu;Heike Kamerlingh Onnesweg 150;Bussum;vrijdag 29 december 2017;Afhalen;vrijdag 29 december 2017;20:07;Margaritha;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 6,95;€ 41,80;;€ 0,00;€ 41,80
;;;;;;;;;;BBQ Chicken Hawaii;Medium Cheesy Crust Pizza;Barbecue Saus;€ 6,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Tricolore;Large Pizza;Creme Fraiche;€ 8,95;2;;€ 0,00;€ 25,90;;;;

Geldrop;Feije Kortleve;06-60984794;FeijeKortleve@superrito.com;Schaarland 129;Geldrop;maandag 7 januari 2019;Bezorgen;maandag 7 januari 2019;16:26;Margaritha;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;€ 5,95;;€ 0,00;€ 5,95

Utrecht Rijnlaan;Pomme van Hattum;06-72685275;PommevanHattum@teleworm.us;Professor Adolf Mayerlaan 102;Utrecht;vrijdag 18 oktober 2019;Bezorgen;vrijdag 18 oktober 2019;16:36;Hot & Spicy;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;€ 32,85;;€ 0,00;€ 32,85
;;;;;;;;;;Hawaii;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;;;;

Dongen;Elizaveta Rebergen;06-47975415;ElizavetaRebergen@gustr.com;Kanaalstraat 25;Dongen;vrijdag 1 maart 2019;Afhalen;vrijdag 1 maart 2019;20:36;BBQ Cannibale;Italian Pizza;Barbecue Saus;€ 4,95;2;;€ 0,00;€ 11,90;€ 32,80;;€ 0,00;€ 32,80
;;;;;;;;;;Creamy Bacon;Family XXL Pizza;Creme Fraiche;€ 7,95;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Veggi;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;;;;

Eindhoven Woensel;Chiara Aygün;06-58032868;ChiaraAygun@cuvox.de;Don Boscostraat 87;Eindhoven;zondag 1 januari 2017;Bezorgen;zondag 1 januari 2017;20:23;Extravaganzza;Medium Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 15,90;€ 15,90;;€ 0,00;€ 15,90

Helmond;Islam Hol;06-80889588;IslamHol@cuvox.de;Boerhaavelaan 124;Helmond;dinsdag 30 april 2019;Bezorgen;dinsdag 30 april 2019;20:09;Four Cheese;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 9,95;€ 70,60;;€ 0,00;€ 70,60
;;;;;;;;;;Deluxe;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;BBQ Mixed Grill;Italian Pizza;Barbecue Saus;€ 7,95;4;;€ 0,00;€ 35,80;;;;
;;;;;;;;;;Hot & Spicy;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;;;;

Den Bosch;Myron Uitslag;06-50547337;MyronUitslag@teleworm.us;Uilenburg 189;s-Hertogenbosch;vrijdag 5 januari 2018;Bezorgen;vrijdag 5 januari 2018;17:38;Perfect Pepperoni;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;€ 27,85;;€ 0,00;€ 27,85
;;;;;;;;;;Bacon Gorgonzola;Italian Pizza;Tomatensaus;€ 8,95;2;Chorizo;€ 1,00;€ 21,90;;;;

Almelo;Romello Meulmeester;06-31606124;RomelloMeulmeester@rhyta.com;Rozenstraat 104;Almelo;woensdag 4 september 2019;Bezorgen;woensdag 4 september 2019;20:32;Deluxe;Italian Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 31,80;€ 31,80;;€ 0,00;€ 31,80

Voorburg;Lamia Dinnissen;06-27565247;LamiaDinnissen@dayrep.com;Hoogstraat 105;Edam;vrijdag 17 november 2017;Afhalen;vrijdag 17 november 2017;17:02;Beenham;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;€ 25,80;;€ 0,00;€ 25,80
;;;;;;;;;;Margaritha;Medium Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 9,90;;;;

Etten Leur;Zara Exterkate;06-92133094;ZaraExterkate@rhyta.com;Roosendaalseweg 6;Etten-Leur;zondag 30 juni 2019;Afhalen;zondag 30 juni 2019;17:35;Hot & Spicy;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;€ 41,80;;€ 0,00;€ 41,80
;;;;;;;;;;Bacon Gorgonzola;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Extravaganzza;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;;;;

Waalwijk;Thamara den Haan;06-65833983;ThamaradenHaan@rhyta.com;Meester van Zuylen van Nyeveltstraat 171;Waalwijk;dinsdag 18 juli 2017;Bezorgen;dinsdag 18 juli 2017;20:03;BBQ Mixed Grill;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 9,95;€ 18,90;3e pizza gratis bij bezorgen;€ 0,00;€ 18,90
;;;;;;;;;;Beenham;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;;;;

Leiden;Verena van de Meent;06-65107153;VerenavandeMeent@einrot.com;Argusvlinder 109;Leiden;woensdag 26 december 2018;Afhalen;woensdag 26 december 2018;18:48;Four Cheese;Medium Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 7,95;€ 88,65;;€ 0,00;€ 88,65
;;;;;;;;;;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Tricolore;Large Pizza;Creme Fraiche;€ 8,95;4;Gehakt, Pepperoni;€ 2,00;€ 59,80;;;;
;;;;;;;;;;Tricolore;Italian Pizza;Creme Fraiche;€ 8,95;1;;€ 0,00;€ 9,95;;;;

Dordrecht Bamendaweg;Salman Pilon;06-58529747;SalmanPilon@gustr.com;Vierlinghstraat 161;Dordrecht;woensdag 16 januari 2019;Afhalen;woensdag 16 januari 2019;17:46;Four Cheese;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;€ 12,95;2e pizza gratis bij afhalen;€ 0,00;€ 12,95

IJmuiden;Coralie van der Avoird;06-94629214;CoralievanderAvoird@rhyta.com;Rie Cramerstraat 156;Amstelveen;maandag 13 augustus 2018;Afhalen;maandag 13 augustus 2018;20:32;Tricolore;Large Pizza;Creme Fraiche;€ 8,95;2;;€ 0,00;€ 25,90;€ 43,80;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 41,80
;;;;;;;;;;Chicken Kebab;Italian Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 17,90;;;;

Ridderkerk;Baer Mathoera;06-10202595;BaerMathoera@cuvox.de;Van Beethovenstraat 41;Ridderkerk;zondag 21 januari 2018;Bezorgen;zondag 21 januari 2018;20:15;Four Cheese;Italian Pizza;Tomatensaus;€ 7,95;2;Knoflooksaus Swirl, Spaanse Pepers;€ 1,50;€ 20,90;€ 41,80;25% korting op je bestelling;€ 10,45;€ 31,35
;;;;;;;;;;Perfect Pepperoni;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;2;Groene Olijven, Verse Tomaat, Honing Mosterdsaus, Merguez;€ 3,50;€ 20,90;;;;

Amsterdam Noord;Christoph Roosen;06-20978376;ChristophRoosen@armyspy.com;Meester P.N. Arntzeniusweg 119;Amsterdam;zondag 27 mei 2018;Bezorgen;zondag 27 mei 2018;18:47;BBQ Cannibale;Medium Pizza;Barbecue Saus;€ 4,95;4;;€ 0,00;€ 19,80;€ 19,80;;€ 0,00;€ 19,80

Delft Binnenwatersloot;Soeraya Groenhuijzen;06-54918726;SoerayaGroenhuijzen@einrot.com;Van Slingelandtstraat 65;Delft;donderdag 28 november 2019;Afhalen;donderdag 28 november 2019;16:10;BBQ Mixed Grill;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 9,95;€ 45,75;;€ 0,00;€ 45,75
;;;;;;;;;;Beenham;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Chicken Kebab;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Caprese;Italian Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 11,90;;;;

Middelburg;Anya Reitsema;06-75778722;AnyaReitsema@fleckens.hu;Meanderlaan 124;Middelburg;dinsdag 14 februari 2017;Bezorgen;dinsdag 14 februari 2017;18:25;Perfect Pepperoni;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;€ 5,95;;€ 0,00;€ 5,95

Amsterdam Overtoom;Bennet Wijnker;06-82167824;BennetWijnker@dayrep.com;Riouwstraat 199;Amsterdam;maandag 19 november 2018;Afhalen;maandag 19 november 2018;18:44;Creamy Bacon;Italian Pizza;Creme Fraiche;€ 7,95;1;;€ 0,00;€ 8,95;€ 8,95;;€ 0,00;€ 8,95

Hengelo;Meriam Meindertsma;06-53103957;MeriamMeindertsma@gustr.com;Winkelsweg 194;Hengelo;vrijdag 24 augustus 2018;Bezorgen;vrijdag 24 augustus 2018;20:18;Hot & Spicy;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;€ 69,65;;€ 0,00;€ 69,65
;;;;;;;;;;Salame Speciale;Large Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 43,80;;;;
;;;;;;;;;;Veggi;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;BBQ Mixed Grill;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 9,95;;;;

Enschede West;Daniella Baron;06-27736494;DaniellaBaron@einrot.com;Hesselinklanden 194;Enschede;zaterdag 31 augustus 2019;Bezorgen;zaterdag 31 augustus 2019;20:23;Perfect Pepperoni;Family XXL Pizza;Tomatensaus;€ 4,95;4;Rode Ui, Knoflooksaus Swirl;€ 1,50;€ 45,80;€ 71,65;;€ 0,00;€ 71,65
;;;;;;;;;;Margaritha;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;;;;
;;;;;;;;;;Tonno;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Tricolore;Medium Cheesy Crust Pizza;Creme Fraiche;€ 8,95;1;;€ 0,00;€ 10,95;;;;

Amsterdam Bos en Lommerweg;Blessing Marissen;06-54601577;BlessingMarissen@fleckens.hu;Martelaarsgracht 129;Amsterdam;maandag 3 september 2018;Afhalen;maandag 3 september 2018;20:01;Veggi;Family XXL Pizza;Tomatensaus;€ 6,95;1;Tonijn, Pepperoni;€ 2,50;€ 14,45;€ 14,45;;€ 0,00;€ 14,45

Delft Binnenwatersloot;Hanim van Beeck;06-92365786;HanimvanBeeck@superrito.com;Latijns-Amerikalaan 148;Delft;dinsdag 21 februari 2017;Afhalen;dinsdag 21 februari 2017;17:51;Hot & Spicy;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;€ 53,75;;€ 0,00;€ 53,75
;;;;;;;;;;Tricolore;Medium Cheesy Crust Pizza;Creme Fraiche;€ 8,95;1;Shoarma, Kaasmix, Ham, Spaanse Pepers;€ 5,00;€ 15,95;;;;
;;;;;;;;;;Supreme;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 19,90;;;;

Delfzijl;Liese van Gijn;06-13535686;LiesevanGijn@armyspy.com;Schepperij 52;Farmsum;woensdag 24 juli 2019;Bezorgen;woensdag 24 juli 2019;17:19;Perfect Pepperoni;Medium Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 9,90;€ 9,90;;€ 0,00;€ 9,90

Bergen op Zoom;Melroy Johannes;06-64536566;MelroyJohannes@fleckens.hu;Jankenberg 175;Halsteren;maandag 5 juni 2017;Afhalen;maandag 5 juni 2017;19:39;Hawaii;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;€ 7,95;;€ 0,00;€ 7,95

Groningen Boterdiep;Suzette Rodijk;06-36556441;SuzetteRodijk@dayrep.com;Goeman Borgesiuslaan 29;Groningen;zaterdag 25 augustus 2018;Bezorgen;zaterdag 25 augustus 2018;19:53;Creamy Bacon;Medium Pizza;Creme Fraiche;€ 7,95;2;;€ 0,00;€ 15,90;€ 27,35;;€ 0,00;€ 27,35
;;;;;;;;;;Tricolore;Medium Pizza;Creme Fraiche;€ 8,95;1;Chorizo, Shoarma;€ 2,50;€ 11,45;;;;

Barendrecht;Kommer van Dongen;06-36724055;KommervanDongen@gustr.com;Waddenring 73;Barendrecht;zaterdag 8 april 2017;Bezorgen;zaterdag 8 april 2017;20:54;Supreme;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 19,90;€ 75,70;25% korting op je bestelling;€ 18,93;€ 56,78
;;;;;;;;;;Tricolore;Family XXL Pizza;Creme Fraiche;€ 8,95;4;;€ 0,00;€ 55,80;;;;

Wassenaar;Odile Storm;06-83171770;OdileStorm@dayrep.com;Wiegmanweg 17;Wassenaar;maandag 20 mei 2019;Bezorgen;maandag 20 mei 2019;19:43;Tonno;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;€ 52,70;;€ 0,00;€ 52,70
;;;;;;;;;;BBQ Mixed Grill;Medium Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Chicken Supreme;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Hot & Spicy;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;;;;

Assen;Sybe Bakhuis;06-55457304;SybeBakhuis@gustr.com;Mensingestraat 180;Assen;zondag 25 februari 2018;Afhalen;zondag 25 februari 2018;18:13;Tonno;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;€ 13,90;;€ 0,00;€ 13,90

Oud Beijerland;Ires Munnik;06-62269015;IresMunnik@jourrapide.com;S. Goudswaardstraat 142;Oud-Beijerland;dinsdag 23 juli 2019;Bezorgen;dinsdag 23 juli 2019;18:31;Margaritha;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 13,90;€ 13,90;3e pizza gratis bij bezorgen;€ 0,00;€ 13,90

Apeldoorn;Esmeé van den Bosch;06-99529479;EsmeevandenBosch@jourrapide.com;Scheerdersdonk 123;Apeldoorn;zondag 16 september 2018;Afhalen;zondag 16 september 2018;17:02;BBQ Chicken Hawaii;Family XXL Pizza;Barbecue Saus;€ 6,95;2;;€ 0,00;€ 23,90;€ 54,75;2e pizza gratis bij afhalen;€ 4,95;€ 49,80
