Mario bestellingen

Let op! De vermelde prijzen zijn de prijzen ten tijde van de bestelling

Winkelnaam;Klantnaam;TelefoonNr;Email;Adres;Woonplaats;Besteldatum;AfleverType;AfleverDatum;AfleverMoment;Product;PizzaBodem;PizzaSaus;Prijs;Aantal;Extra Ingrediënten;Prijs Extra Ingrediënten;Regelprijs;Totaalprijs;Gebruikte Coupon;Coupon Korting;Te Betalen
Dordrecht Bamendaweg;Angelle van Holsteijn;06-72681595;AngellevanHolsteijn@teleworm.us;Singel 108;Dordrecht;donderdag 30 mei 2019;Bezorgen;donderdag 30 mei 2019;19:10;Salame Speciale;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;€ 13,90;;€ 0,00;€ 13,90

Heerenveen;Kyle van de Wal;06-93964136;KylevandeWal@dayrep.com;De Reling 103;Heerenveen;zondag 1 januari 2017;Afhalen;zondag 1 januari 2017;17:23;BBQ Chicken Hawaii;Large Pizza;Barbecue Saus;€ 6,95;2;;€ 0,00;€ 21,90;€ 21,90;;€ 0,00;€ 21,90

Hoogezand;Naila Udink;06-69948255;NailaUdink@einrot.com;Hazelaarstraat 39;Musselkanaal;zondag 10 december 2017;Afhalen;zondag 10 december 2017;20:10;Perfect Pepperoni;Large Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 17,90;€ 83,60;;€ 0,00;€ 83,60
;;;;;;;;;;Salame Speciale;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Salame Speciale;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;;;;
;;;;;;;;;;Chicken Kebab;Family XXL Pizza;Tomatensaus;€ 7,95;2;Merguez, Kip, Shoarma, Knoflooksaus Swirl;€ 4,00;€ 33,90;;;;

Geleen;Jolanda Boelens;06-90518460;JolandaBoelens@fleckens.hu;Everstraat 4;Einighausen;zaterdag 3 juni 2017;Bezorgen;zaterdag 3 juni 2017;16:51;Caprese;Large Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 8,95;€ 18,90;;€ 0,00;€ 18,90
;;;;;;;;;;Chicken Kebab;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 9,95;;;;

Maassluis;Çağla Brandes;06-50258756;CaglaBrandes@rhyta.com;Merellaan 148;Maassluis;woensdag 13 juni 2018;Bezorgen;woensdag 13 juni 2018;20:19;Funghi;Medium Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 4,95;€ 20,85;25% korting op je bestelling;€ 5,21;€ 15,64
;;;;;;;;;;Deluxe;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;;;;

Eindhoven Gestel;Serina Sloot;06-33082724;SerinaSloot@cuvox.de;Cherbourglaan 94;Eindhoven;woensdag 21 maart 2018;Afhalen;woensdag 21 maart 2018;16:30;Extravaganzza;Large Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 23,90;€ 65,70;;€ 0,00;€ 65,70
;;;;;;;;;;Deluxe;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Hot & Spicy;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Shoarma;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 9,95;;;;

Nieuwegein;Romaisa van Eenennaam;06-72624309;RomaisavanEenennaam@rhyta.com;Polderhoeve 6;Nieuwegein;woensdag 21 augustus 2019;Bezorgen;woensdag 21 augustus 2019;18:01;BBQ Chicken Hawaii;Large Pizza;Barbecue Saus;€ 6,95;4;;€ 0,00;€ 43,80;€ 43,80;2e pizza gratis bij afhalen;€ 0,00;€ 43,80

Maastricht;Shreya Duivenvoorde;06-67793358;ShreyaDuivenvoorde@armyspy.com;Lammergierstraat 146;Maastricht;woensdag 25 oktober 2017;Afhalen;woensdag 25 oktober 2017;16:46;Shoarma;Italian Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 17,90;€ 60,65;2e pizza gratis bij afhalen;€ 6,95;€ 53,70
;;;;;;;;;;BBQ Chicken Hawaii;Medium Cheesy Crust Pizza;Barbecue Saus;€ 6,95;4;;€ 0,00;€ 35,80;;;;
;;;;;;;;;;Tonno;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;;;;

Middelburg;Jose van der Berg;06-50730566;JosevanderBerg@gustr.com;Adriaen Obrysstraat 94;Middelburg;zaterdag 13 januari 2018;Afhalen;zaterdag 13 januari 2018;20:11;Tricolore;Medium Pizza;Creme Fraiche;€ 8,95;4;;€ 0,00;€ 35,80;€ 51,70;;€ 0,00;€ 51,70
;;;;;;;;;;Four Cheese;Medium Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 15,90;;;;

Utrecht Marnixlaan;Sarah Lap;06-77208143;SarahLap@einrot.com;Saffierlaan 44;Utrecht;zaterdag 8 juli 2017;Afhalen;zaterdag 8 juli 2017;19:16;Caprese;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;€ 34,80;;€ 0,00;€ 34,80
;;;;;;;;;;Perfect Pepperoni;Medium Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 4,95;;;;
;;;;;;;;;;Deluxe;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Hawaii;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;;;;

Hellevoetsluis;Jaylen Kisjes;06-63211146;JaylenKisjes@fleckens.hu;Industriehaven 51;Hellevoetsluis;dinsdag 20 maart 2018;Afhalen;dinsdag 20 maart 2018;17:50;Pollo Pomodore;Italian Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 9,95;€ 9,95;3e pizza gratis bij bezorgen;€ 0,00;€ 9,95

Amsterdam Bos en Lommerweg;Denilson van Hulzen;06-81344281;DenilsonvanHulzen@superrito.com;Oranje Nassaulaan 52;Amsterdam;zondag 12 november 2017;Afhalen;zondag 12 november 2017;19:05;Hawaii;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;€ 53,75;;€ 0,00;€ 53,75
;;;;;;;;;;Beenham;Italian Pizza;Tomatensaus;€ 6,95;1;Tonijn, Honing Mosterdsaus, Merguez;€ 3,00;€ 10,95;;;;
;;;;;;;;;;Extravaganzza;Large Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Margaritha;Family XXL Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 9,95;;;;

Berkel en Rodenrijs;Jeanine Verkleij;06-51396441;JeanineVerkleij@superrito.com;Jupiter 58;Berkel en Rodenrijs;woensdag 14 november 2018;Afhalen;woensdag 14 november 2018;17:25;Margaritha;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 6,95;€ 35,75;;€ 0,00;€ 35,75
;;;;;;;;;;Bacon Gorgonzola;Italian Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;Perfect Pepperoni;Medium Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 9,90;;;;
;;;;;;;;;;Tonno;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;;;;

Maassluis;Annigje Brandjes;06-77616228;AnnigjeBrandjes@dayrep.com;Van het Hoffdreef 167;Maassluis;maandag 15 mei 2017;Afhalen;maandag 15 mei 2017;17:45;Creamy Bacon;Italian Pizza;Creme Fraiche;€ 7,95;2;;€ 0,00;€ 17,90;€ 37,80;;€ 0,00;€ 37,80
;;;;;;;;;;Salame Speciale;Italian Pizza;Tomatensaus;€ 6,95;2;Kaas, Gehakt;€ 2,00;€ 19,90;;;;

Utrecht Adelaarstraat;Hibo Schuit;06-73928654;HiboSchuit@gustr.com;Begoniastraat 173;Utrecht;donderdag 13 juni 2019;Afhalen;donderdag 13 juni 2019;18:58;BBQ Cannibale;Large Pizza;Barbecue Saus;€ 4,95;2;;€ 0,00;€ 17,90;€ 66,20;;€ 0,00;€ 66,20
;;;;;;;;;;Salame Speciale;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Perfect Pepperoni;Large Pizza;Tomatensaus;€ 4,95;1;Basilicum;€ 0,50;€ 9,45;;;;
;;;;;;;;;;Bacon Gorgonzola;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;2;Shoarma, Rode Ui;€ 2,50;€ 26,90;;;;

Oss;Quirine Fijn;06-93930663;QuirineFijn@armyspy.com;Looveltlaan 55;Oss;woensdag 16 oktober 2019;Bezorgen;woensdag 16 oktober 2019;19:54;Caprese;Large Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 8,95;€ 8,95;;€ 0,00;€ 8,95

Apeldoorn;Ginette Mollema;06-14730056;GinetteMollema@cuvox.de;Gijsbrechtgaarde 132;Apeldoorn;donderdag 16 november 2017;Afhalen;donderdag 16 november 2017;17:40;Supreme;Family XXL Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 12,95;€ 39,80;;€ 0,00;€ 39,80
;;;;;;;;;;Tonno;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Creamy Bacon;Medium Pizza;Creme Fraiche;€ 7,95;2;;€ 0,00;€ 15,90;;;;

Eindhoven Tongelre;Lakshmi Bergmans;06-70274768;LakshmiBergmans@dayrep.com;Sint Gerlachstraat 32;Eindhoven;vrijdag 28 juli 2017;Afhalen;vrijdag 28 juli 2017;20:21;Salame Speciale;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;€ 37,80;;€ 0,00;€ 37,80
;;;;;;;;;;Tricolore;Medium Pizza;Creme Fraiche;€ 8,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Margaritha;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 6,95;;;;

Terneuzen;Jamie Ismail;06-15327043;JamieIsmail@superrito.com;Vennepad 46;Koewacht;dinsdag 21 februari 2017;Afhalen;dinsdag 21 februari 2017;20:03;BBQ Cannibale;Medium Pizza;Barbecue Saus;€ 4,95;2;Kaas, Groene Olijven, Paprikamix;€ 3,00;€ 15,90;€ 27,85;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 25,85
;;;;;;;;;;Creamy Bacon;Large Pizza;Creme Fraiche;€ 7,95;1;;€ 0,00;€ 11,95;;;;

Geldrop;Rabab de Kruijff;06-19337988;RababdeKruijff@superrito.com;Smuldersstraat 39;Geldrop;woensdag 20 maart 2019;Bezorgen;woensdag 20 maart 2019;19:04;Chicken Supreme;Large Pizza;Tomatensaus;€ 6,95;1;Bacon;€ 1,00;€ 11,95;€ 20,90;;€ 0,00;€ 20,90
;;;;;;;;;;Margaritha;Large Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 8,95;;;;

Hoofddorp;Trijntje Sinnige;06-42935869;TrijntjeSinnige@dayrep.com;Fugastraat 196;Enschede;zondag 8 september 2019;Afhalen;zondag 8 september 2019;19:39;Supreme;Medium Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 15,90;€ 35,80;;€ 0,00;€ 35,80
;;;;;;;;;;Shoarma;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 19,90;;;;

Emmen;Emile Berkers;06-87380534;EmileBerkers@jourrapide.com;Haselackers 10;Emmen;zaterdag 2 juni 2018;Bezorgen;zaterdag 2 juni 2018;20:36;Four Cheese;Medium Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 7,95;€ 7,95;2e pizza gratis bij afhalen;€ 0,00;€ 7,95

Den Helder;Isabeau Zwartbol;06-23991154;IsabeauZwartbol@cuvox.de;Wagenstraat 186;Den Helder;donderdag 26 januari 2017;Afhalen;donderdag 26 januari 2017;17:46;Margaritha;Family XXL Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 19,90;€ 26,85;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 24,85
;;;;;;;;;;Hot & Spicy;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;;;;

Veldhoven;Loraine Jeuken;06-70338399;LoraineJeuken@teleworm.us;Witvenseweg 163;Veldhoven;donderdag 8 juni 2017;Bezorgen;donderdag 8 juni 2017;20:52;Four Cheese;Medium Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 7,95;€ 7,95;;€ 0,00;€ 7,95

Brunssum;Ogün Bleijenberg;06-69445380;OgunBleijenberg@superrito.com;Schutterstraat 58;Brunssum;dinsdag 10 januari 2017;Afhalen;dinsdag 10 januari 2017;17:01;Funghi;Medium Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 4,95;€ 67,65;;€ 0,00;€ 67,65
;;;;;;;;;;Supreme;Medium Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Caprese;Large Pizza;Tomatensaus;€ 4,95;4;Verse Tomaat, Spinazie;€ 2,00;€ 43,80;;;;
;;;;;;;;;;BBQ Chicken Hawaii;Large Pizza;Barbecue Saus;€ 6,95;1;;€ 0,00;€ 10,95;;;;

Kampen;Kaylie Mesker;06-15014890;KaylieMesker@einrot.com;Plasweg 122;IJsselmuiden;zondag 20 mei 2018;Afhalen;zondag 20 mei 2018;18:18;Zakje Knoflooksaus;;;€ 1,00; 1;;;€ 1,00;€ 4,90;;€ 0,00;€ 4,90
;;;;;;;;;;Stokbrood Kruidenboter;;;€ 1,95; 2;;;€ 3,90;;;;

Emmen;Geraldo Slikker;06-75192612;GeraldoSlikker@armyspy.com;Ringlaan 44;Nieuw-Amsterdam;zaterdag 27 april 2019;Bezorgen;zaterdag 27 april 2019;19:43;Four Cheese;Family XXL Pizza;Tomatensaus;€ 7,95;4;;€ 0,00;€ 51,80;€ 90,60;;€ 0,00;€ 90,60
;;;;;;;;;;BBQ Mixed Grill;Family XXL Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Veggi;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;;;;
;;;;;;;;;;Hot & Spicy;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;;;;

Amsterdam Bos en Lommerweg;Matthew van Rijssen;06-52293986;MatthewvanRijssen@cuvox.de;Weteringschans 8;Amsterdam;maandag 27 november 2017;Bezorgen;maandag 27 november 2017;19:33;Americana;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;€ 52,75;3e pizza gratis bij bezorgen;€ 7,95;€ 44,80
;;;;;;;;;;Tricolore;Family XXL Pizza;Creme Fraiche;€ 8,95;2;Salami;€ 1,00;€ 29,90;;;;
;;;;;;;;;;Creamy Bacon;Italian Pizza;Creme Fraiche;€ 7,95;1;;€ 0,00;€ 8,95;;;;

Oosterhout;Julissa Spaans;06-60497548;JulissaSpaans@armyspy.com;Hoogstraat 153;Oosteind;vrijdag 2 maart 2018;Bezorgen;vrijdag 2 maart 2018;16:11;Veggi;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;€ 13,90;2e pizza gratis bij afhalen;€ 0,00;€ 13,90

Leeuwarden;Lisanne Hoveling;06-73792497;LisanneHoveling@teleworm.us;Noordvliet 144;Leeuwarden;maandag 15 mei 2017;Afhalen;maandag 15 mei 2017;19:11;Tricolore;Medium Cheesy Crust Pizza;Creme Fraiche;€ 8,95;2;;€ 0,00;€ 21,90;€ 33,80;;€ 0,00;€ 33,80
;;;;;;;;;;Funghi;Italian Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 11,90;;;;

Groningen Boterdiep;Annelijn Verver;06-75604209;AnnelijnVerver@rhyta.com;James Wattstraat 100;Groningen;zondag 24 december 2017;Afhalen;zondag 24 december 2017;20:21;Americana;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;€ 33,85;3e pizza gratis bij bezorgen;€ 0,00;€ 33,85
;;;;;;;;;;Supreme;Large Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 11,95;;;;

Zoetermeer;Syb Kleeven;06-95937024;SybKleeven@rhyta.com;Elia Kazanstrook 102;Zoetermeer;maandag 23 oktober 2017;Bezorgen;maandag 23 oktober 2017;20:02;Tricolore;Italian Pizza;Creme Fraiche;€ 8,95;1;;€ 0,00;€ 9,95;€ 51,75;25% korting op je bestelling;€ 12,94;€ 38,81
;;;;;;;;;;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Caprese;Family XXL Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 19,90;;;;

Amsterdam Aalsmeerweg;Egbert Mul;06-69443771;EgbertMul@dayrep.com;Blaeu Erf 77;Amsterdam;maandag 24 december 2018;Bezorgen;maandag 24 december 2018;17:18;Extravaganzza;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 9,95;€ 56,70;;€ 0,00;€ 56,70
;;;;;;;;;;Creamy Bacon;Medium Pizza;Creme Fraiche;€ 7,95;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Supreme;Family XXL Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Tonno;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;;;;

Velp;Harriët Dogger;06-33289738;HarrietDogger@armyspy.com;Bavostraat 23;Nuth;zondag 14 januari 2018;Afhalen;zondag 14 januari 2018;18:33;Supreme;Medium Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 7,95;€ 7,95;2e pizza gratis bij afhalen;€ 0,00;€ 7,95

Arnhem Centrum;Edwin Vlak;06-22070612;EdwinVlak@cuvox.de;Amstelstraat 115;Arnhem;woensdag 1 februari 2017;Afhalen;woensdag 1 februari 2017;20:13;Supreme;Italian Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 17,90;€ 48,75;;€ 0,00;€ 48,75
;;;;;;;;;;Shoarma;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Pollo Pomodore;Italian Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;Americana;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;;;;

Den Haag Goudenregenplein;Loraine Tramper;06-91104942;LoraineTramper@fleckens.hu;Zonzeelseweg 96;Hooge Zwaluwe;woensdag 29 augustus 2018;Afhalen;woensdag 29 augustus 2018;18:59;Pollo Pomodore;Family XXL Pizza;Tomatensaus;€ 8,95;2;Pepperoni, Knoflooksaus Swirl, Tonijn, Rode Ui;€ 4,00;€ 35,90;€ 98,55;;€ 0,00;€ 98,55
;;;;;;;;;;Creamy Bacon;Italian Pizza;Creme Fraiche;€ 7,95;4;;€ 0,00;€ 35,80;;;;
;;;;;;;;;;Funghi;Medium Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 4,95;;;;
;;;;;;;;;;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 21,90;;;;

Almelo;Nieske van Olst;06-50107486;NieskevanOlst@armyspy.com;Sluiskade Noordzijde 123;Almelo;maandag 6 november 2017;Bezorgen;maandag 6 november 2017;18:23;Extravaganzza;Medium Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 7,95;€ 49,65;3e pizza gratis bij bezorgen;€ 6,95;€ 42,70
;;;;;;;;;;Margaritha;Medium Pizza;Tomatensaus;€ 4,95;4;;€ 0,00;€ 19,80;;;;
;;;;;;;;;;Deluxe;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;;;;

Leiderdorp;Manus Algera;06-57012097;ManusAlgera@teleworm.us;Doeswerf 78;Leiderdorp;donderdag 9 november 2017;Afhalen;donderdag 9 november 2017;18:56;Hot & Spicy;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;€ 47,75;;€ 0,00;€ 47,75
;;;;;;;;;;BBQ Chicken Hawaii;Medium Cheesy Crust Pizza;Barbecue Saus;€ 6,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Americana;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Extravaganzza;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 9,95;;;;

Gouda;Annelijn Akbulut;06-25428766;AnnelijnAkbulut@dayrep.com;Lakerpolderplein 79;Gouda;maandag 23 juli 2018;Afhalen;maandag 23 juli 2018;20:43;Americana;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;€ 29,30;;€ 0,00;€ 29,30
;;;;;;;;;;BBQ Chicken Hawaii;Family XXL Pizza;Barbecue Saus;€ 6,95;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Poffertjes;;;€ 1,95; 1;;;€ 1,95;;;;
;;;;;;;;;;0.5 liter Chaudfontaine;;;€ 1,50; 1;;;€ 1,50;;;;

Barendrecht;Miquel Nefkens;06-46275474;MiquelNefkens@dayrep.com;Scharwater 8;Barendrecht;zondag 24 september 2017;Bezorgen;zondag 24 september 2017;17:25;Caprese;Medium Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 4,95;€ 10,90;2e pizza gratis bij afhalen;€ 0,00;€ 10,90
;;;;;;;;;;Funghi;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;;;;

Emmen;Madiha Hilhorst;06-81223905;MadihaHilhorst@dayrep.com;De Nijkampen 171;Emmen;woensdag 22 mei 2019;Afhalen;woensdag 22 mei 2019;20:14;Extravaganzza;Medium Pizza;Tomatensaus;€ 7,95;4;;€ 0,00;€ 31,80;€ 31,80;3e pizza gratis bij bezorgen;€ 0,00;€ 31,80

Vlaardingen;Hugo Siebring;06-42467349;HugoSiebring@fleckens.hu;Aalscholverlaan 61;Vlaardingen;vrijdag 27 januari 2017;Bezorgen;vrijdag 27 januari 2017;20:02;BBQ Cannibale;Medium Cheesy Crust Pizza;Barbecue Saus;€ 4,95;1;;€ 0,00;€ 6,95;€ 83,90;3e pizza gratis bij bezorgen;€ 8,95;€ 74,95
;;;;;;;;;;BBQ Mixed Grill;Family XXL Pizza;Barbecue Saus;€ 7,95;4;;€ 0,00;€ 51,80;;;;
;;;;;;;;;;Pollo Pomodore;Medium Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Chicken Kebab;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Chili Saus;;;€ 0,25; 1;;;€ 0,25;;;;
;;;;;;;;;;0.33 liter Nestea Sparkling Lemon;;;€ 1,50; 2;;;€ 3,00;;;;

Meppel;Ouissam Huizinga;06-90488631;OuissamHuizinga@teleworm.us;Matenweg 54;Nijeveen;donderdag 16 november 2017;Bezorgen;donderdag 16 november 2017;20:25;BBQ Cannibale;Medium Pizza;Barbecue Saus;€ 4,95;1;;€ 0,00;€ 4,95;€ 45,75;3e pizza gratis bij bezorgen;€ 6,95;€ 38,80
;;;;;;;;;;Pollo Pomodore;Family XXL Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 13,95;;;;
;;;;;;;;;;Deluxe;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Salame Speciale;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;;;;

Breda Kesterenlaan;Georgette Boertien;06-54537848;GeorgetteBoertien@superrito.com;Raadhuisstraat 131;Breda;dinsdag 19 februari 2019;Afhalen;dinsdag 19 februari 2019;19:06;Tonno;Family XXL Pizza;Tomatensaus;€ 6,95;4;Kaas, Kaas;€ 2,00;€ 55,80;€ 115,50;3e pizza gratis bij bezorgen;€ 0,00;€ 115,50
;;;;;;;;;;Hawaii;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;BBQ Mixed Grill;Medium Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Margaritha;Family XXL Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 19,90;;;;

Almelo;Joshi Happel;06-34556016;JoshiHappel@teleworm.us;Van der Hoopweg 135;Almelo;donderdag 17 augustus 2017;Bezorgen;donderdag 17 augustus 2017;18:03;Chicken Kebab;Italian Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 17,90;€ 47,50;;€ 0,00;€ 47,50
;;;;;;;;;;Funghi;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 13,90;;;;
;;;;;;;;;;Hot Choco Cakes;;;€ 1,95; 4;;;€ 7,80;;;;
;;;;;;;;;;Buffalo Wings;;;€ 3,95; 2;;;€ 7,90;;;;

Amersfoort Vathorst;Eelke Eikenaar;06-87465896;EelkeEikenaar@rhyta.com;Van Zuilenlaan 146;Hooglanderveen;dinsdag 10 oktober 2017;Bezorgen;dinsdag 10 oktober 2017;17:19;Americana;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;€ 46,75;;€ 0,00;€ 46,75
;;;;;;;;;;Perfect Pepperoni;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;BBQ Cannibale;Italian Pizza;Barbecue Saus;€ 4,95;1;;€ 0,00;€ 5,95;;;;
;;;;;;;;;;Chicken Supreme;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;;;;

Berkel en Rodenrijs;Jorginho Munsters;06-94190502;JorginhoMunsters@fleckens.hu;Venus 108;Berkel en Rodenrijs;woensdag 10 oktober 2018;Bezorgen;woensdag 10 oktober 2018;16:22;Extravaganzza;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 19,90;€ 39,80;;€ 0,00;€ 39,80
;;;;;;;;;;Extravaganzza;Italian Pizza;Tomatensaus;€ 7,95;2;Paprikamix;€ 1,00;€ 19,90;;;;

Sneek;Blessing Zeegers;06-71069655;BlessingZeegers@fleckens.hu;Doctor Willem Dreesstraat 119;Sneek;dinsdag 19 november 2019;Bezorgen;dinsdag 19 november 2019;18:15;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 12,95;€ 84,35;;€ 0,00;€ 84,35
;;;;;;;;;;BBQ Chicken Hawaii;Medium Cheesy Crust Pizza;Barbecue Saus;€ 6,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Hot & Spicy;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;;;;
;;;;;;;;;;Shoarma;Italian Pizza;Tomatensaus;€ 7,95;1;Groene Olijven, Salami;€ 2,00;€ 10,95;;;;
;;;;;;;;;;Dessert Box;;;€ 5,95; 2;;;€ 11,90;;;;
;;;;;;;;;;Cheese Bites;;;€ 1,00; 2;;;€ 2,00;;;;
